s,dxds,dyds,dzds
2.333852860180512323e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.347590233917885882e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.361327607655259726e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.375064981392633285e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.388802355130007129e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.402539728867380973e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.416277102604754532e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.430014476342128091e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.443751850079501651e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.457489223816875210e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.471226597554249054e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.484963971291622897e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.498701345028996457e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.512438718766370300e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.526176092503744144e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.539913466241117703e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.553650839978491263e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.567388213715864822e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.581125587453238950e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.594862961190612509e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.608600334927986069e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.622337708665360196e+02,-9.999999999999857891e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.636075082402733756e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.649812456140107315e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.663549829877480875e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.677287203614854434e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.691024577352228562e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.704761951089602121e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.718499324826975680e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.732236698564349808e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.745974072301723368e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.759711446039096927e+02,-1.000000000000014211e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.773448819776470486e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.787186193513844046e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.800923567251218174e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.814660940988591733e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.828398314725965292e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.842135688463339420e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.855873062200712980e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.869610435938086539e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.883347809675460098e+02,-1.000000000000007105e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.897085183412833658e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.910822557150207786e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.924559930887581345e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.938297304624954904e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.952034678362329032e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.965772052099702591e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.979509425837076151e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.993246799574449710e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.006984173311823270e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.020721547049197397e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.034458920786570957e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.048196294523944516e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.061933668261318644e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.075671041998692203e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.089408415736065763e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.103145789473439322e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.116883163210812882e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.130620536948187009e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.144357910685560569e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.158095284422934128e+02,-9.999999999999928946e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.171832658160308256e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.185570031897681815e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.199307405635055375e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.213044779372428934e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.226782153109802493e+02,-9.999999999999982236e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.240519526847176621e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.254256900584550181e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.267994274321923740e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.281731648059297868e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.295469021796671427e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.309206395534044987e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.322943769271418546e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.336681143008792105e+02,-9.999999999999964473e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.350418516746166233e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.364155890483539793e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.377893264220913352e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.391630637958287480e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.405368011695661039e+02,-1.000000000000008882e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.419105385433034598e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.432842759170408158e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.446580132907781717e+02,-9.999999999999955591e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.460317506645155845e+02,-9.999999999999955591e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.474054880382529404e+02,-1.000000000000009770e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.487792254119902964e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.501529627857277092e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.515267001594650651e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.529004375332024210e+02,-1.000000000000010658e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.542741749069397770e+02,-1.000000000000009770e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.556479122806771329e+02,-9.999999999999951150e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.570216496544145457e+02,-9.999999999999946709e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.583953870281519016e+02,-1.000000000000010214e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.597691244018892576e+02,-9.999999999999951150e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.611428617756266704e+02,-9.999999999999897859e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.625165991493640263e+02,-1.000000000000010436e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.638903365231013822e+02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.652640738968387950e+02,-9.999999999999897859e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.666378112705761509e+02,-1.000000000000010214e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.680115486443135069e+02,-9.999266507471658016e-01,-9.245531791442829217e-03,0.000000000000000000e+00
3.689952384020716067e+02,-9.993707334284317456e-01,-3.172393982927701472e-02,0.000000000000000000e+00
3.699789281598297066e+02,-9.978610575674664585e-01,-6.341593634026665427e-02,0.000000000000000000e+00
3.709626179175878065e+02,-9.953466202065895940e-01,-9.504407837889772281e-02,0.000000000000000000e+00
3.719463076753459063e+02,-9.918299531710845773e-01,-1.265765190871483981e-01,0.000000000000000000e+00
3.729299974331040062e+02,-9.873145974465620256e-01,-1.579815079701063496e-01,0.000000000000000000e+00
3.739136871908621060e+02,-9.818050996134850550e-01,-1.892274228660610902e-01,0.000000000000000000e+00
3.748973769486202059e+02,-9.753070072691514270e-01,-2.202828017873024180e-01,0.000000000000000000e+00
3.758810667063783058e+02,-9.678268634417328542e-01,-2.511163745997251340e-01,0.000000000000000000e+00
3.768647564641364056e+02,-9.593722000019999641e-01,-2.816970945091590295e-01,0.000000000000000000e+00
3.778484462218945055e+02,-9.499515300793630601e-01,-3.119941693228440727e-01,0.000000000000000000e+00
3.788321359796526053e+02,-9.395743394898792289e-01,-3.419770924546412516e-01,0.000000000000000000e+00
3.798158257374107052e+02,-9.282510771848357933e-01,-3.716156736424984786e-01,0.000000000000000000e+00
3.807995154951688050e+02,-9.159931447295441842e-01,-4.008800693475045307e-01,0.000000000000000000e+00
3.817832052529269049e+02,-9.028128848229197700e-01,-4.297408128038284758e-01,0.000000000000000000e+00
3.827668950106850048e+02,-8.887235688694481439e-01,-4.581688436892257243e-01,0.000000000000000000e+00
3.837505847684431046e+02,-8.737393836159990101e-01,-4.861355373863318619e-01,0.000000000000000000e+00
3.847342745262012045e+02,-8.578754168669719959e-01,-5.136127338052460800e-01,0.000000000000000000e+00
3.857179642839593043e+02,-8.411476422921388973e-01,-5.405727657383039286e-01,0.000000000000000000e+00
3.867016540417174042e+02,-8.235729033425442935e-01,-5.669884867186461008e-01,0.000000000000000000e+00
3.876853437994755041e+02,-8.051688962905778624e-01,-5.928332983544315482e-01,0.000000000000000000e+00
3.886690335572336039e+02,-7.859541524112909627e-01,-6.180811771110903408e-01,0.000000000000000000e+00
3.896527233149917038e+02,-7.659480193229981637e-01,-6.427067005148927592e-01,0.000000000000000000e+00
3.906364130727498036e+02,-7.451706415058847455e-01,-6.666850727512034780e-01,0.000000000000000000e+00
3.916201028305079035e+02,-7.236429400181947358e-01,-6.899921496317276137e-01,0.000000000000000000e+00
3.926037925882660033e+02,-7.013865914304862059e-01,-7.126044629056949020e-01,0.000000000000000000e+00
3.935874823460241032e+02,-6.784240059991937244e-01,-7.344992438904007770e-01,0.000000000000000000e+00
3.945711721037822031e+02,-6.547783051014111066e-01,-7.556544463973580150e-01,0.000000000000000000e+00
3.955548618615403029e+02,-6.304732979535696558e-01,-7.760487689308774861e-01,0.000000000000000000e+00
3.965385516192984028e+02,-6.055334576376143474e-01,-7.956616761369126323e-01,0.000000000000000000e+00
3.975222413770565026e+02,-5.799838964586996326e-01,-8.144734194804357230e-01,0.000000000000000000e+00
3.985059311348146025e+02,-5.538503406591761546e-01,-8.324650571304985647e-01,0.000000000000000000e+00
3.994896208925727024e+02,-5.271591045144994325e-01,-8.496184730330753609e-01,0.000000000000000000e+00
4.004733106503308022e+02,-4.999370638369349251e-01,-8.659163951523751734e-01,0.000000000000000000e+00
4.014570004080889021e+02,-4.722116289139357548e-01,-8.813424128623488230e-01,0.000000000000000000e+00
4.024406901658470019e+02,-4.440107169082896377e-01,-8.958809934707652189e-01,0.000000000000000000e+00
4.034243799236051018e+02,-4.153627237478865197e-01,-9.095174978593369985e-01,0.000000000000000000e+00
4.044080696813632017e+02,-3.862964955334664552e-01,-9.222381952240610303e-01,0.000000000000000000e+00
4.053917594391213015e+02,-3.568412994929950344e-01,-9.340302769009767303e-01,0.000000000000000000e+00
4.063754491968794014e+02,-3.270267945120739483e-01,-9.448818692634191052e-01,0.000000000000000000e+00
4.073591389546375012e+02,-2.968830012699559262e-01,-9.547820456777138531e-01,0.000000000000000000e+00
4.083428287123956011e+02,-2.664402720112537537e-01,-9.637208375054200360e-01,0.000000000000000000e+00
4.093265184701537009e+02,-2.357292599838096692e-01,-9.716892441408830905e-01,0.000000000000000000e+00
4.103102082279118008e+02,-2.047808885734738737e-01,-9.786792420740511034e-01,0.000000000000000000e+00
4.112938979856699007e+02,-1.736263201668784006e-01,-9.846837929695340108e-01,0.000000000000000000e+00
4.122775877434280005e+02,-1.422969247735483833e-01,-9.896968507535852666e-01,0.000000000000000000e+00
4.132612775011861004e+02,-1.108242484389627691e-01,-9.937133677019289735e-01,0.000000000000000000e+00
4.142449672589442002e+02,-7.923998148037370015e-02,-9.967292995224745766e-01,0.000000000000000000e+00
4.152286570167023001e+02,-4.757592657731812835e-02,-9.987416094275296530e-01,0.000000000000000000e+00
4.162123467744604000e+02,-1.586396674903411963e-02,-9.997482711915886000e-01,0.000000000000000000e+00
4.171960365322184998e+02,1.586396674903411963e-02,-9.997482711915868236e-01,0.000000000000000000e+00
4.181797262899765997e+02,4.757592657731635200e-02,-9.987416094275225475e-01,0.000000000000000000e+00
4.191634160477346995e+02,7.923998148037370015e-02,-9.967292995224710239e-01,0.000000000000000000e+00
4.201471058054927994e+02,1.108242484389645455e-01,-9.937133677019289735e-01,0.000000000000000000e+00
4.211307955632508992e+02,1.422969247735466070e-01,-9.896968507535834902e-01,0.000000000000000000e+00
4.221144853210089991e+02,1.736263201668784006e-01,-9.846837929695446689e-01,0.000000000000000000e+00
4.230981750787670990e+02,2.047808885734738737e-01,-9.786792420740511034e-01,0.000000000000000000e+00
4.240818648365251988e+02,2.357292599838096692e-01,-9.716892441408759851e-01,0.000000000000000000e+00
4.250655545942832987e+02,2.664402720112537537e-01,-9.637208375054218124e-01,0.000000000000000000e+00
4.260492443520413985e+02,2.968830012699559262e-01,-9.547820456777103004e-01,0.000000000000000000e+00
4.270329341097994984e+02,3.270267945120739483e-01,-9.448818692634173289e-01,0.000000000000000000e+00
4.280166238675575983e+02,3.568412994929932580e-01,-9.340302769009785067e-01,0.000000000000000000e+00
4.290003136253156981e+02,3.862964955334664552e-01,-9.222381952240592540e-01,0.000000000000000000e+00
4.299840033830737980e+02,4.153627237478900724e-01,-9.095174978593423276e-01,0.000000000000000000e+00
4.309676931408318978e+02,4.440107169082896377e-01,-8.958809934707669953e-01,0.000000000000000000e+00
4.319513828985899977e+02,4.722116289139357548e-01,-8.813424128623479348e-01,0.000000000000000000e+00
4.329350726563480976e+02,4.999370638369331488e-01,-8.659163951523778380e-01,0.000000000000000000e+00
4.339187624141061974e+02,5.271591045144976562e-01,-8.496184730330691437e-01,0.000000000000000000e+00
4.349024521718642973e+02,5.538503406591779310e-01,-8.324650571304967883e-01,0.000000000000000000e+00
4.358861419296223971e+02,5.799838964587014090e-01,-8.144734194804419403e-01,0.000000000000000000e+00
4.368698316873804970e+02,6.055334576376179001e-01,-7.956616761369188495e-01,0.000000000000000000e+00
4.378535214451385968e+02,6.304732979535643267e-01,-7.760487689308730452e-01,0.000000000000000000e+00
4.388372112028966967e+02,6.547783051014075539e-01,-7.556544463973553505e-01,0.000000000000000000e+00
4.398209009606547966e+02,6.784240059991990535e-01,-7.344992438904069942e-01,0.000000000000000000e+00
4.408045907184128964e+02,7.013865914304844296e-01,-7.126044629056931257e-01,0.000000000000000000e+00
4.417882804761709963e+02,7.236429400181894067e-01,-6.899921496317187319e-01,0.000000000000000000e+00
4.427719702339290961e+02,7.451706415058865218e-01,-6.666850727512008135e-01,0.000000000000000000e+00
4.437556599916871960e+02,7.659480193229981637e-01,-6.427067005148976442e-01,0.000000000000000000e+00
4.447393497494452959e+02,7.859541524112945154e-01,-6.180811771110952257e-01,0.000000000000000000e+00
4.457230395072033957e+02,8.051688962905974023e-01,-5.928332983544417623e-01,0.000000000000000000e+00
4.467067292649614387e+02,8.235729033425673862e-01,-5.669884867186651967e-01,0.000000000000000000e+00
4.476904190227195386e+02,8.411476422921442264e-01,-5.405727657383079254e-01,0.000000000000000000e+00
4.486741087804776384e+02,8.578754168669666669e-01,-5.136127338052445257e-01,0.000000000000000000e+00
4.496577985382357383e+02,8.737393836159998983e-01,-4.861355373863343043e-01,0.000000000000000000e+00
4.506414882959938382e+02,8.887235688694481439e-01,-4.581688436892221716e-01,0.000000000000000000e+00
4.516251780537519380e+02,9.028128848229286518e-01,-4.297408128038311403e-01,0.000000000000000000e+00
4.526088678115100379e+02,9.159931447295655005e-01,-4.008800693475147447e-01,0.000000000000000000e+00
4.535925575692680809e+02,9.282510771848588860e-01,-3.716156736425062501e-01,0.000000000000000000e+00
4.545762473270261808e+02,9.395743394898889989e-01,-3.419770924546465807e-01,0.000000000000000000e+00
4.555599370847842806e+02,9.499515300793595074e-01,-3.119941693228442947e-01,0.000000000000000000e+00
4.565436268425423805e+02,9.593722000019964113e-01,-2.816970945091522571e-01,0.000000000000000000e+00
4.575273166003004803e+02,9.678268634417301897e-01,-2.511163745997299634e-01,0.000000000000000000e+00
4.585110063580585802e+02,9.753070072691620851e-01,-2.202828017873094124e-01,0.000000000000000000e+00
4.594946961158166800e+02,9.818050996135099240e-01,-1.892274228660627555e-01,0.000000000000000000e+00
4.604783858735747231e+02,9.873145974465866725e-01,-1.579815079701107905e-01,0.000000000000000000e+00
4.614620756313328229e+02,9.918299531710950134e-01,-1.265765190871471768e-01,0.000000000000000000e+00
4.624457653890909228e+02,9.953466202065861523e-01,-9.504407837889791710e-02,0.000000000000000000e+00
4.634294551468490226e+02,9.978610575674629057e-01,-6.341593634026478077e-02,0.000000000000000000e+00
4.644131449046071225e+02,9.993707334284291921e-01,-3.172393982927476652e-02,0.000000000000000000e+00
4.653968346623652224e+02,9.998741276738629669e-01,-1.586596383480861835e-02,0.000000000000000000e+00
