s,x,y,z
2.333852860180512323e+02,1.346262626262626156e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.347590233917885882e+02,1.332525252525252597e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.361327607655259726e+02,1.318787878787878753e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.375064981392633285e+02,1.305050505050505194e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.388802355130007129e+02,1.291313131313131350e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.402539728867380973e+02,1.277575757575757507e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.416277102604754532e+02,1.263838383838383805e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.430014476342128091e+02,1.250101010101010104e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.443751850079501651e+02,1.236363636363636402e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.457489223816875210e+02,1.222626262626262701e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.471226597554249054e+02,1.208888888888888857e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.484963971291622897e+02,1.195151515151515156e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.498701345028996457e+02,1.181414141414141454e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.512438718766370300e+02,1.167676767676767611e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.526176092503744144e+02,1.153939393939393909e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.539913466241117703e+02,1.140202020202020208e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.553650839978491263e+02,1.126464646464646506e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.567388213715864822e+02,1.112727272727272805e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.581125587453238950e+02,1.098989898989898961e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.594862961190612509e+02,1.085252525252525260e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.608600334927986069e+02,1.071515151515151558e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.622337708665360196e+02,1.057777777777777715e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.636075082402733756e+02,1.044040404040404013e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.649812456140107315e+02,1.030303030303030312e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.663549829877480875e+02,1.016565656565656610e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.677287203614854434e+02,1.002828282828282909e+02,6.200000000000000000e+01,0.000000000000000000e+00
2.691024577352228562e+02,9.890909090909090651e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.704761951089602121e+02,9.753535353535353636e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.718499324826975680e+02,9.616161616161616621e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.732236698564349808e+02,9.478787878787878185e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.745974072301723368e+02,9.341414141414141170e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.759711446039096927e+02,9.204040404040404155e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.773448819776470486e+02,9.066666666666667140e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.787186193513844046e+02,8.929292929292930125e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.800923567251218174e+02,8.791919191919191690e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.814660940988591733e+02,8.654545454545454675e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.828398314725965292e+02,8.517171717171717660e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.842135688463339420e+02,8.379797979797979224e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.855873062200712980e+02,8.242424242424242209e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.869610435938086539e+02,8.105050505050505194e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.883347809675460098e+02,7.967676767676768179e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.897085183412833658e+02,7.830303030303031164e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.910822557150207786e+02,7.692929292929292728e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.924559930887581345e+02,7.555555555555555713e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.938297304624954904e+02,7.418181818181818699e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.952034678362329032e+02,7.280808080808080263e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.965772052099702591e+02,7.143434343434343248e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.979509425837076151e+02,7.006060606060606233e+01,6.200000000000000000e+01,0.000000000000000000e+00
2.993246799574449710e+02,6.868686868686869218e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.006984173311823270e+02,6.731313131313132203e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.020721547049197397e+02,6.593939393939393767e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.034458920786570957e+02,6.456565656565656752e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.048196294523944516e+02,6.319191919191919737e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.061933668261318644e+02,6.181818181818181301e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.075671041998692203e+02,6.044444444444444287e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.089408415736065763e+02,5.907070707070707272e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.103145789473439322e+02,5.769696969696970257e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.116883163210812882e+02,5.632323232323233242e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.130620536948187009e+02,5.494949494949494806e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.144357910685560569e+02,5.357575757575757791e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.158095284422934128e+02,5.220202020202020776e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.171832658160308256e+02,5.082828282828282340e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.185570031897681815e+02,4.945454545454545325e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.199307405635055375e+02,4.808080808080808310e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.213044779372428934e+02,4.670707070707071296e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.226782153109802493e+02,4.533333333333334281e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.240519526847176621e+02,4.395959595959595845e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.254256900584550181e+02,4.258585858585858830e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.267994274321923740e+02,4.121212121212121815e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.281731648059297868e+02,3.983838383838383379e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.295469021796671427e+02,3.846464646464646364e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.309206395534044987e+02,3.709090909090909349e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.322943769271418546e+02,3.571717171717172334e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.336681143008792105e+02,3.434343434343435320e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.350418516746166233e+02,3.296969696969696884e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.364155890483539793e+02,3.159595959595959869e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.377893264220913352e+02,3.022222222222222854e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.391630637958287480e+02,2.884848484848484418e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.405368011695661039e+02,2.747474747474747403e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.419105385433034598e+02,2.610101010101010388e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.432842759170408158e+02,2.472727272727273373e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.446580132907781717e+02,2.335353535353536358e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.460317506645155845e+02,2.197979797979797922e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.474054880382529404e+02,2.060606060606060908e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.487792254119902964e+02,1.923232323232323893e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.501529627857277092e+02,1.785858585858585457e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.515267001594650651e+02,1.648484848484848442e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.529004375332024210e+02,1.511111111111111427e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.542741749069397770e+02,1.373737373737374412e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.556479122806771329e+02,1.236363636363637397e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.570216496544145457e+02,1.098989898989898961e+01,6.200000000000000000e+01,0.000000000000000000e+00
3.583953870281519016e+02,9.616161616161619463e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.597691244018892576e+02,8.242424242424249314e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.611428617756266704e+02,6.868686868686864955e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.625165991493640263e+02,5.494949494949509017e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.638903365231013822e+02,4.121212121212124657e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.652640738968387950e+02,2.747474747474740298e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.666378112705761509e+02,1.373737373737384360e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.680115486443135069e+02,0.000000000000000000e+00,6.200000000000000000e+01,0.000000000000000000e+00
3.689952384020716067e+02,-9.835659384400986527e-01,6.198439281387874189e+01,0.000000000000000000e+00
3.699789281598297066e+02,-1.966141509353497518e+00,6.193758697062841634e+01,0.000000000000000000e+00
3.709626179175878065e+02,-2.946737342429663897e+00,6.185962959976562558e+01,0.000000000000000000e+00
3.719463076753459063e+02,-3.924366060786224519e+00,6.175059919775465289e+01,0.000000000000000000e+00
3.729299974331040062e+02,-4.898043275173847633e+00,6.161060554896822339e+01,0.000000000000000000e+00
3.739136871908621060e+02,-5.866788575172713571e+00,6.143978961514390846e+01,0.000000000000000000e+00
3.748973769486202059e+02,-6.829626516382759860e+00,6.123832339344761522e+01,0.000000000000000000e+00
3.758810667063783058e+02,-7.785587602613452063e+00,6.100640974328705113e+01,0.000000000000000000e+00
3.768647564641364056e+02,-8.733709262084319747e+00,6.074428218204941743e+01,0.000000000000000000e+00
3.778484462218945055e+02,-9.673036816653096892e+00,6.045220464996930332e+01,0.000000000000000000e+00
3.788321359796526053e+02,-1.060262444309572949e+01,6.013047124436316437e+01,0.000000000000000000e+00
3.798158257374107052e+02,-1.152153612547014916e+01,5.977940592349825266e+01,0.000000000000000000e+00
3.807995154951688050e+02,-1.242884659760502331e+01,5.939936218039415650e+01,0.000000000000000000e+00
3.817832052529269049e+02,-1.332364227476432106e+01,5.899072268688525611e+01,0.000000000000000000e+00
3.827668950106850048e+02,-1.420502217354972174e+01,5.855389890830262800e+01,0.000000000000000000e+00
3.837505847684431046e+02,-1.507209881911452420e+01,5.808933068916333298e+01,0.000000000000000000e+00
3.847342745262012045e+02,-1.592399913877558859e+01,5.759748581028429726e+01,0.000000000000000000e+00
3.857179642839593043e+02,-1.675986534112352544e+01,5.707885951776661670e+01,0.000000000000000000e+00
3.867016540417174042e+02,-1.757885577974588998e+01,5.653397402432482011e+01,0.000000000000000000e+00
3.876853437994755041e+02,-1.838014580069384962e+01,5.596337798346282000e+01,0.000000000000000000e+00
3.886690335572336039e+02,-1.916292857283876216e+01,5.536764593702640980e+01,0.000000000000000000e+00
3.896527233149917038e+02,-1.992641590028271992e+01,5.474737773668832119e+01,0.000000000000000000e+00
3.906364130727498036e+02,-2.066983901600503515e+01,5.410319793994840154e+01,0.000000000000000000e+00
3.916201028305079035e+02,-2.139244935594546604e+01,5.343575518125717849e+01,0.000000000000000000e+00
3.926037925882660033e+02,-2.209351931274474978e+01,5.274572151889595517e+01,0.000000000000000000e+00
3.935874823460241032e+02,-2.277234296838353345e+01,5.203379175827109293e+01,0.000000000000000000e+00
3.945711721037822031e+02,-2.342823680498200289e+01,5.130068275230384245e+01,0.000000000000000000e+00
3.955548618615403029e+02,-2.406054039304446590e+01,5.054713267962019074e+01,0.000000000000000000e+00
3.965385516192984028e+02,-2.466861705645579761e+01,4.977390030126766618e+01,0.000000000000000000e+00
3.975222413770565026e+02,-2.525185451356040645e+01,4.898176419670714665e+01,0.000000000000000000e+00
3.985059311348146025e+02,-2.580966549367791174e+01,4.817152197984942319e+01,0.000000000000000000e+00
3.994896208925727024e+02,-2.634148832843493793e+01,4.734398949592558381e+01,0.000000000000000000e+00
4.004733106503308022e+02,-2.684678751731760116e+01,4.650000000000000000e+01,0.000000000000000000e+00
4.014570004080889021e+02,-2.732505426687503913e+01,4.564040331795316519e+01,0.000000000000000000e+00
4.024406901658470019e+02,-2.777580700303141370e+01,4.476606499077899315e+01,0.000000000000000000e+00
4.034243799236051018e+02,-2.819859185599007034e+01,4.387786540305847893e+01,0.000000000000000000e+00
4.044080696813632017e+02,-2.859298311724202080e+01,4.297669889648698671e+01,0.000000000000000000e+00
4.053917594391213015e+02,-2.895858366821830643e+01,4.206347286934803265e+01,0.000000000000000000e+00
4.063754491968794014e+02,-2.929502538015472268e+01,4.113910686284008023e+01,0.000000000000000000e+00
4.073591389546375012e+02,-2.960196948476628620e+01,4.020453163517652939e+01,0.000000000000000000e+00
4.083428287123956011e+02,-2.987910691535820362e+01,3.926068822439108885e+01,0.000000000000000000e+00
4.093265184701537009e+02,-3.012615861802979111e+01,3.830852700079224604e+01,0.000000000000000000e+00
4.103102082279118008e+02,-3.034287583265814092e+01,3.734900671002090178e+01,0.000000000000000000e+00
4.112938979856699007e+02,-3.052904034337844763e+01,3.638309350767483608e+01,0.000000000000000000e+00
4.122775877434280005e+02,-3.068446469830891488e+01,3.541175998647184286e+01,0.000000000000000000e+00
4.132612775011861004e+02,-3.080899239829887648e+01,3.443598419693134360e+01,0.000000000000000000e+00
4.142449672589442002e+02,-3.090249805451021103e+01,3.345674866256045021e+01,0.000000000000000000e+00
4.152286570167023001e+02,-3.096488751467324718e+01,3.247503939053601130e+01,0.000000000000000000e+00
4.162123467744604000e+02,-3.099609795789012878e+01,3.149184487887904638e+01,0.000000000000000000e+00
4.171960365322184998e+02,-3.099609795789012878e+01,3.050815512112094652e+01,0.000000000000000000e+00
4.181797262899765997e+02,-3.096488751467324718e+01,2.952496060946398515e+01,0.000000000000000000e+00
4.191634160477346995e+02,-3.090249805451021459e+01,2.854325133743955689e+01,0.000000000000000000e+00
4.201471058054927994e+02,-3.080899239829887648e+01,2.756401580306866350e+01,0.000000000000000000e+00
4.211307955632508992e+02,-3.068446469830891488e+01,2.658824001352816779e+01,0.000000000000000000e+00
4.221144853210089991e+02,-3.052904034337845118e+01,2.561690649232517103e+01,0.000000000000000000e+00
4.230981750787670990e+02,-3.034287583265814092e+01,2.465099328997908756e+01,0.000000000000000000e+00
4.240818648365251988e+02,-3.012615861802979467e+01,2.369147299920776106e+01,0.000000000000000000e+00
4.250655545942832987e+02,-2.987910691535820362e+01,2.273931177560891115e+01,0.000000000000000000e+00
4.260492443520413985e+02,-2.960196948476628975e+01,2.179546836482347771e+01,0.000000000000000000e+00
4.270329341097994984e+02,-2.929502538015472268e+01,2.086089313715993043e+01,0.000000000000000000e+00
4.280166238675575983e+02,-2.895858366821830998e+01,1.993652713065197446e+01,0.000000000000000000e+00
4.290003136253156981e+02,-2.859298311724202435e+01,1.902330110351302039e+01,0.000000000000000000e+00
4.299840033830737980e+02,-2.819859185599007390e+01,1.812213459694153173e+01,0.000000000000000000e+00
4.309676931408318978e+02,-2.777580700303141015e+01,1.723393500922100330e+01,0.000000000000000000e+00
4.319513828985899977e+02,-2.732505426687504269e+01,1.635959668204684192e+01,0.000000000000000000e+00
4.329350726563480976e+02,-2.684678751731759760e+01,1.549999999999999645e+01,0.000000000000000000e+00
4.339187624141061974e+02,-2.634148832843494503e+01,1.465601050407442330e+01,0.000000000000000000e+00
4.349024521718642973e+02,-2.580966549367791174e+01,1.382847802015058392e+01,0.000000000000000000e+00
4.358861419296223971e+02,-2.525185451356041000e+01,1.301823580329286045e+01,0.000000000000000000e+00
4.368698316873804970e+02,-2.466861705645579406e+01,1.222609969873233027e+01,0.000000000000000000e+00
4.378535214451385968e+02,-2.406054039304446235e+01,1.145286732037980215e+01,0.000000000000000000e+00
4.388372112028966967e+02,-2.342823680498201000e+01,1.069931724769616466e+01,0.000000000000000000e+00
4.398209009606547966e+02,-2.277234296838353700e+01,9.966208241728910622e+00,0.000000000000000000e+00
4.408045907184128964e+02,-2.209351931274474623e+01,9.254278481104041276e+00,0.000000000000000000e+00
4.417882804761709963e+02,-2.139244935594547314e+01,8.564244818742825061e+00,0.000000000000000000e+00
4.427719702339290961e+02,-2.066983901600504225e+01,7.896802060051609118e+00,0.000000000000000000e+00
4.437556599916871960e+02,-1.992641590028272347e+01,7.252622263311685913e+00,0.000000000000000000e+00
4.447393497494452959e+02,-1.916292857283876927e+01,6.632354062973593756e+00,0.000000000000000000e+00
4.457230395072033957e+02,-1.838014580069384607e+01,6.036622016537176449e+00,0.000000000000000000e+00
4.467067292649614387e+02,-1.757885577974590774e+01,5.466025975675194104e+00,0.000000000000000000e+00
4.476904190227195386e+02,-1.675986534112352189e+01,4.921140482233379743e+00,0.000000000000000000e+00
4.486741087804776384e+02,-1.592399913877559570e+01,4.402514189715709847e+00,0.000000000000000000e+00
4.496577985382357383e+02,-1.507209881911453131e+01,3.910669310836667023e+00,0.000000000000000000e+00
4.506414882959938382e+02,-1.420502217354972707e+01,3.446101091697375551e+00,0.000000000000000000e+00
4.516251780537519380e+02,-1.332364227476432816e+01,3.009277313114747443e+00,0.000000000000000000e+00
4.526088678115100379e+02,-1.242884659760501087e+01,2.600637819605836398e+00,0.000000000000000000e+00
4.535925575692680809e+02,-1.152153612547016870e+01,2.220594076501754444e+00,0.000000000000000000e+00
4.545762473270261808e+02,-1.060262444309572416e+01,1.869528755636839179e+00,0.000000000000000000e+00
4.555599370847842806e+02,-9.673036816653096892e+00,1.547795350030693129e+00,0.000000000000000000e+00
4.565436268425423805e+02,-8.733709262084321523e+00,1.255717817950582571e+00,0.000000000000000000e+00
4.575273166003004803e+02,-7.785587602613459168e+00,9.935902567129559770e-01,0.000000000000000000e+00
4.585110063580585802e+02,-6.829626516382766965e+00,7.616766065523812301e-01,0.000000000000000000e+00
4.594946961158166800e+02,-5.866788575172700249e+00,5.602103848560879840e-01,0.000000000000000000e+00
4.604783858735747231e+02,-4.898043275173861844e+00,3.893944510317766117e-01,0.000000000000000000e+00
4.614620756313328229e+02,-3.924366060786218746e+00,2.494008022453435558e-01,0.000000000000000000e+00
4.624457653890909228e+02,-2.946737342429657236e+00,1.403704002343779678e-01,0.000000000000000000e+00
4.634294551468490226e+02,-1.966141509353497963e+00,6.241302937158366149e-02,0.000000000000000000e+00
4.644131449046071225e+02,-9.835659384400993188e-01,1.560718612126166249e-02,0.000000000000000000e+00
4.653968346623652224e+02,-5.694607616035192278e-15,0.000000000000000000e+00,0.000000000000000000e+00
